90,17799999,6532,64563,82848,83785,17667,43687,70803,61287,24028
91,17999999,7520,62491,83842,90256,17867,34629,75848,58969,20811
92,18200000,8389,61646,83739,95143,24460,20155,80207,63550,12572
93,18400000,7779,61903,84148,94150,37410,6206,79146,75226,3838
94,18600000,6058,61415,86513,87586,50469,0,72850,87484,0
95,18799999,5051,58746,90281,80039,57258,2971,65867,93756,2130
96,18999999,6055,54497,93434,75604,57133,10109,62050,93467,6778
97,19200000,8555,50577,94628,74301,54551,15718,61061,91057,10278
98,19400000,11002,48190,94345,73277,53522,18688,59967,90142,12276
99,19600000,12494,46934,93974,70638,53826,21899,57222,90024,14840
100,19799999,13351,45755,94218,67323,52680,27559,54171,87929,19061
101,19999999,14242,44261,94740,65451,48907,34285,52927,83313,23449
102,20199999,15245,42812,95095,65744,44534,38717,53749,78932,25601
103,20400000,15999,41624,95461,66956,42597,39033,54911,78025,24704
104,20600000,16456,40324,96262,67320,44255,36427,54562,81389,22102
105,20800000,17065,38483,97439,65968,48253,33682,52074,87291,19893
106,20999999,18190,36234,98460,63072,52465,32985,47829,93363,19507
107,21199999,19660,34078,99012,59324,55351,34977,42530,97925,21394
108,21400001,21094,32204,99323,55614,56244,39043,37098,99998,25295
109,21600000,22460,30344,99692,52831,55105,43995,32707,99144,30407
110,21800000,24042,28326,99985,51407,52369,48792,30213,95730,35627
111,22000000,25880,26450,99856,51061,48663,53107,29495,90854,40154
112,22199999,27568,25082,99383,51355,44260,57216,29817,85483,43908
113,22399999,28768,24026,99130,52620,39008,60943,30968,79849,47012
114,22600000,29763,22629,99441,55885,33218,62709,33605,74140,48885
115,22800000,31214,20585,99903,61533,28544,60202,38064,69641,48292
116,23000000,33360,18393,99754,68164,27361,52513,43090,68428,44701
117,23199999,35685,16833,98778,73316,30789,41526,46364,71441,39396
118,23399999,37488,16079,97565,75507,37478,30712,46544,77138,34773
119,23600001,38650,15549,96827,75357,44707,22423,44471,82619,32357
120,23800000,39664,14621,96650,74543,50655,16570,42082,86116,31766
121,24000000,40984,13263,96568,73939,55321,11977,40373,88008,31771
122,24200000,42582,11847,96240,73170,59267,8463,38847,89360,32000
123,24399999,44206,10547,95768,71840,62153,6966,36855,90112,33168
124,24599999,45857,9181,95334,70576,63048,7782,34843,89280,35706
125,24800000,47772,7641,94785,70428,62027,9426,33846,86707,38762
126,25000000,49999,6200,93797,71499,60731,9789,34070,83803,40938
127,25200000,52225,5212,92356,72675,61006,8131,34579,82204,41732
128,25399999,54140,4663,90816,72775,63330,5464,34452,82169,41794
129,25599999,55791,4229,89450,71545,66944,3061,33747,82834,41791
130,25800001,57415,3757,88150,69283,71227,1267,32961,83790,41589
131,26000000,59013,3429,86734,65910,76254,76,31921,85616,40874
132,26200000,60333,3347,85376,61020,81806,269,29842,88593,40215
133,26400000,61347,3170,84448,54891,86520,3119,26547,91524,40869
134,26599999,62509,2432,83918,48849,88745,8839,23060,92579,43455
135,26799999,64312,1219,83164,44175,88231,15971,20545,91207,47277
136,27000000,66637,243,81604,40841,86345,22804,18954,88552,51291
137,27200000,68783,94,79412,37816,84369,29088,17289,85706,55399
138,27400000,70234,556,77368,34646,82029,35746,15244,82185,60250
139,27599999,71229,867,75971,32247,78221,42950,13999,76771,65782
140,27799999,72429,614,74915,31803,72971,49180,14966,69678,70543
141,28000001,74117,141,73547,33206,67968,52618,18024,63090,72877
142,28200000,75955,12,71671,35077,64929,53097,21524,59222,72553
143,28400000,77537,305,69653,36317,63926,52053,24014,58341,70787
144,28600000,78903,674,67793,37088,63817,50683,25410,59163,68775
145,28799999,80337,985,65919,38030,63960,48896,26248,60753,66770
146,28999999,81807,1537,63763,38994,64729,46378,26365,63156,64811
147,29200001,82932,2558,61514,39215,66201,43995,25086,66036,63736
148,29400000,83541,3735,59673,38664,67150,43232,22653,67669,64702
149,29600000,83998,4536,58373,38526,66117,44274,20662,66231,67693
150,29800000,84752,4902,57185,39900,63211,45530,20567,61840,71213
151,29999999,85755,5257,55736,42504,60000,45503,22207,56379,73860
152,30200001,86646,5779,54242,45329,57453,44425,24502,51092,75697
153,30400000,87503,6023,53063,48383,54922,43139,27442,45344,77376
154,30600000,88995,5652,51807,52825,51978,40675,32306,38644,78155
155,30800000,91442,5369,49420,58761,50670,34392,39311,33242,75893
156,30999999,93942,6563,45500,63612,54455,23496,45772,33062,69763
157,31199999,94946,9716,41251,63877,64104,11685,47931,39243,62361
158,31399999,93939,13484,38582,58912,75565,4742,44981,47722,57946
159,31599998,92218,15849,38094,52122,83208,4962,40373,52703,58205
160,31800002,91608,16258,38351,47551,85359,8942,38190,52611,60583
161,32000001,92477,16155,37506,45605,85497,11853,38604,51320,61574
162,32200001,93465,17149,35434,43142,87348,13312,38050,52722,61206
163,32400001,93359,18984,33715,38084,89751,17503,34252,55146,63033
164,32600000,92810,19913,33384,32830,87967,26979,29919,52911,69262
165,32800000,93633,19143,33256,31865,80309,37769,30152,43695,76927
166,33000000,96401,18303,31077,36029,71905,42469,36243,32761,80240
167,33199999,99295,19911,26312,40456,70317,38401,43400,28252,76836
168,33399999,99817,24481,21173,39160,77490,31305,45532,32552,70599
169,33599999,97490,29715,18478,31291,87398,29773,41764,39795,67522
170,33799998,94385,32843,18736,21848,92353,36519,37037,42583,69329
171,34000002,92856,33434,19813,16063,90771,46405,36160,40024,72260
172,34200001,93139,33461,19478,14066,87556,53191,38415,37698,72251
173,34400001,93563,34734,17742,11868,87096,56804,39007,39952,70135
174,34600001,92880,36893,16329,7100,87533,62634,35332,44011,70645
175,34800000,91777,38246,16179,2410,83071,74095,30434,42930,76589
176,35000000,91829,38204,16163,2593,71288,87569,29687,33682,85196
177,35200000,93344,38213,14502,9074,56650,95632,34870,20774,90827
178,35399999,94803,40112,11011,18244,46240,94611,42541,11487,90665
179,35599999,94505,44021,7427,25256,42901,87830,48137,8657,86897
180,35799999,92347,48258,5544,28641,43456,81423,50602,9103,83479
181,35999998,89722,51185,5481,30721,43262,78058,52445,8557,81779
182,36200002,87895,52700,5959,34113,41265,75483,55967,6595,80002
183,36400002,86909,53812,5922,38785,40075,70493,60551,6130,76267
184,36600001,86076,55218,5424,42645,41985,63079,63812,9048,71226
185,36800001,85077,56733,5000,44231,46067,56302,64550,13641,67350
186,37000001,84206,57993,4690,44127,49280,52924,63871,16406,66294
187,37200000,83683,59193,4061,44024,49571,52933,63757,15430,67498
188,37400000,83184,60835,2962,45078,47363,54099,65295,11563,69078
189,37600000,82239,62999,1829,47356,44516,54147,68402,6939,69435
190,37799999,80838,65234,1122,50270,42658,52152,72511,3294,67927
191,37999999,79365,67188,776,53015,42555,48528,76875,1624,64671
192,38199999,78002,69014,436,54745,44312,44371,80459,2446,60312
193,38400002,76520,70990,77,54935,47590,40740,82297,5650,55851
194,38600002,74739,72967,43,53774,51796,38023,82252,10350,52148
195,38800001,72944,74518,449,51872,56574,35798,81055,15518,49353
196,39000001,71578,75615,842,49308,62113,33681,79276,20823,47118
197,39200001,70584,76829,712,45225,68505,32554,76524,26357,45559
198,39400000,69348,78675,215,38859,74645,34577,72173,31396,45691
199,39600000,67410,80911,93,30982,78220,41369,66863,34040,48433
200,39800000,65058,82744,826,23900,77396,52072,62687,32743,53191
201,39999999,63028,83730,2054,19654,72567,63594,61466,28151,57866
202,40199999,61687,84249,2999,18352,66072,73078,63012,22863,60597
203,40399999,60691,85007,3326,18512,60081,79936,65473,19127,61304
204,40600002,59496,86256,3382,18905,55025,85294,67353,17090,61263
205,40800002,57962,87691,3619,19622,50265,89801,68750,15572,61312
206,41000001,56327,89022,4072,21249,45792,92687,70499,14124,60983
207,41200001,54707,90339,4521,23513,42590,93129,72613,13612,59492
208,41400001,52904,91833,4994,25307,41228,91922,74156,14734,57133
209,41600000,50761,93354,5811,26035,40695,91095,74563,16660,55150
210,41800000,48489,94515,7129,26403,39175,91913,74491,17741,54331
211,42000000,46456,95181,8681,27643,35799,93792,75016,17296,54239
212,42199999,44743,95618,10111,30258,31155,95344,76387,16055,54031
213,42399999,43128,96085,11406,33937,26112,95947,78057,14777,53602
214,42599999,41499,96489,12780,38484,20782,95751,79826,13125,53429
215,42800002,40061,96638,14200,44210,15091,94463,82306,10469,53420
216,43000002,38974,96723,15300,51106,9943,91008,85954,7406,52559
217,43200001,37930,97245,15916,58095,6991,84833,90063,5677,49981
218,43400001,36366,98358,16510,63683,7000,77038,93315,6355,46051
219,43600001,34154,99505,17775,67406,8954,69547,95280,8715,41897
220,43800000,31864,99950,19828,70143,11279,63176,96804,11418,37981
221,44000000,30169,99617,22011,72766,13700,57134,98616,14441,33709
222,44200000,29090,99175,23629,74839,17294,50653,99998,19077,28666
223,44399999,28022,99245,24724,75124,22648,44592,99398,25868,23810
224,44599999,26485,99714,25932,73242,28589,40787,96315,33237,20876
225,44799999,24640,99998,27661,70308,33204,39993,92039,38724,20640
226,45000002,22951,99817,29684,67711,35805,41123,88316,41306,22237
227,45200002,21544,99436,31600,65710,37276,42715,85725,41881,24310
228,45400001,20154,99122,33430,63662,38519,44532,83802,41590,26337
229,45600001,18663,98694,35484,61385,39318,47114,82440,40519,28404
230,45800001,17380,97823,37755,59587,39205,50142,82324,38568,30029
231,46000000,16615,96635,39778,58719,38879,52203,83704,36928,30043
232,46200000,16169,95668,41231,57983,39865,52518,85383,37582,27957
233,46400000,15539,95192,42395,56116,42652,52166,85665,41168,24867
234,46599999,14580,94882,43751,52965,45975,52856,84148,46207,22391
235,46799999,13624,94392,45283,49550,48462,54841,81836,51025,20921
236,46999999,12812,93988,46573,46390,50351,57066,79271,55788,19698
237,47200002,11611,94171,47700,42571,52540,59601,75430,61497,18774
238,47400002,9448,94630,49600,37343,53972,64720,69402,67032,19971
239,47600001,6794,94063,53062,32374,51341,74257,62866,68690,24890
240,47800001,5149,91501,57419,31222,42562,86043,59605,63944,32112
241,48000001,5548,87702,60783,35785,30184,94467,61736,55215,37540
242,48200000,7253,84699,61926,43776,19943,95616,66993,48382,38285
243,48400000,8376,83719,61681,50745,15284,91273,70868,46870,35709
244,48600000,7911,83876,62031,54736,14132,86636,71564,48223,33645
245,48799999,6770,83333,63818,58020,12110,84056,71793,47698,33598
246,48999999,6478,81618,65852,63556,8526,80449,74896,44816,32828
247,49199999,7068,80197,66630,70435,7572,71940,79892,44594,28037
248,49400002,6876,80463,66573,74215,12754,60228,81842,51321,20349
249,49600002,4664,81577,67872,72259,21201,52382,77610,62232,15190
250,49800001,1507,80991,71901,67719,25315,53449,70191,69225,16638
251,50000001,0,77269,77269,66974,20621,60272,66064,67298,22705
252,50200001,1507,71901,80991,73038,10853,64149,68299,59986,27305
253,50400000,4664,67872,81577,82469,4159,59688,73441,55272,26783
254,50600000,6876,66573,80463,89344,4647,49839,75802,56731,23437
255,50800000,7068,66630,80197,91593,8981,41519,74001,60297,22023
256,50999999,6478,65852,81618,92385,11615,37311,72054,60197,23653
257,51199999,6770,63818,83333,95302,12059,33051,73965,56638,24421
258,51399999,7911,62031,83876,99393,15452,23821,78527,55950,20257
259,51600002,8376,61681,83719,99998,26017,10842,80475,63222,12080
260,51800002,7253,61926,84699,94140,41417,1057,76361,76266,5198
261,52000002,5548,60783,87702,84009,54601,67,68158,87834,3869
262,52200001,5149,57419,91501,74701,60747,6663,60730,93040,7396
263,52400001,6794,53062,94063,69170,61309,14797,56629,93388,11804
264,52600001,9448,49600,94630,66131,61158,20066,54261,93509,14497
265,52800000,11611,47700,94171,62637,62877,23260,50834,95377,16396
266,53000000,12812,46573,93988,57734,64766,27805,45958,96795,19728
267,53200000,13624,45283,94392,53095,63950,34993,41768,95048,24764
268,53399999,14580,43751,94882,50662,60207,42510,40136,90631,29379
269,53599999,15539,42395,95192,50516,56185,47132,40659,86825,31393
270,53800002,16169,41231,95668,51119,54546,47910,41395,86341,30660
271,54000002,16615,39778,96635,50986,55659,46600,40820,89166,28848
272,54200002,17380,37755,97823,49691,57929,45731,38659,93358,27821
273,54400001,18663,35484,98694,47652,59516,46760,35355,96949,28569
274,54600001,20154,33430,99122,45608,59390,49660,31558,98752,31201
275,54800001,21544,31600,99436,44397,57294,53469,28178,98140,35233
276,55000000,22951,29684,99817,44683,53486,57015,26263,95023,39733
277,55200000,24640,27661,99998,46500,48570,59606,26270,90106,43697
278,55400000,26485,25932,99714,49252,43103,61420,27666,84529,46690
279,55599999,28022,24724,99245,52543,37114,63000,29673,78932,48965
280,55799999,29090,23629,99175,56917,30388,63994,32347,73265,50665
281,56000002,30169,22011,99617,63308,23569,62580,36394,67855,51043
282,56200002,31864,19828,99950,71518,18691,56740,41711,64274,48992
283,56400002,34154,17775,99505,79585,17981,46453,46570,64401,44532
284,56600001,36366,16510,98358,85110,21866,34324,48809,68391,39421
285,56800001,37930,15916,97245,87246,28449,23650,47864,74067,35858
286,57000001,38974,15300,96723,87114,35218,15889,45226,78746,34595
287,57200000,40061,14200,96638,86241,41097,10282,42752,81515,34637
288,57400000,41499,12780,96489,84995,46538,5792,40896,83328,34802
289,57600000,43128,11406,96085,82816,51887,2740,38896,85067,35131
290,57799999,44743,10111,95618,79643,56380,2120,36367,86232,36459
291,57999999,46456,8681,95181,76470,59099,3706,34052,85868,38904
292,58200002,48489,7129,94515,74272,60492,5637,32809,84279,41392
293,58400002,50761,5811,93354,72814,62280,6126,32390,83045,42808
294,58600002,52904,4994,91833,70931,65775,5125,31703,83328,43199
295,58800001,54707,4521,90339,67830,70772,3934,30150,84762,43432
296,59000001,56327,4072,89022,63662,76290,3524,28121,86384,43933
297,59200001,57962,3619,87691,58787,81914,3895,26062,88124,44327
298,59400000,59496,3382,86256,53036,87773,5079,23594,90671,44419
299,59600000,60691,3326,85007,46191,93344,7981,20065,93913,44987
300,59800000,61687,2999,84249,38968,97072,13523,15778,96319,47115
301,59999999,63028,2054,83730,32877,97719,21170,12021,96368,50876
302,60199999,65058,826,82744,28843,95762,29051,9668,94206,55234
303,60400002,67410,93,80911,26335,92852,35791,8223,91223,59352
304,60600002,69348,215,78675,24268,89866,41729,6716,88036,63524
305,60800002,70584,712,76829,22571,86070,47866,5335,83652,68388
306,61000001,71578,842,75615,22358,80522,53939,5535,77053,73468
307,61200001,72944,449,74518,24430,73839,58231,8337,69144,77105
308,61400001,74739,43,72967,28079,67941,59446,12963,62379,78041
309,61600000,76520,77,70990,31775,64098,58162,17566,58466,76660
310,61800000,78002,436,69014,34777,61846,55989,21056,57042,74372
311,62000000,79365,776,67188,37531,60092,53681,23649,56824,72069
312,62199999,80838,1122,65234,40476,58677,50821,25679,57367,69773
313,62399999,82239,1829,62999,43109,58176,47332,26626,58907,67699
314,62600002,83184,2962,60835,44706,58364,44410,25901,60760,66905
315,62799998,83683,4061,59193,45627,57822,43280,24208,61004,68289
316,63000002,84206,4690,57993,47154,55534,43474,23290,58338,71259
317,63199998,85077,5000,56733,49928,52274,43224,24126,53640,74144
318,63400001,86076,5424,55218,53186,49648,41638,26047,48825,76008
319,63600005,86909,5922,53812,56047,48011,39531,28147,44407,77373
320,63800000,87895,5959,52700,59011,46401,37470,30996,39344,78670
321,64000004,89722,5481,51185,63194,44982,33792,35883,33773,78578
322,64200000,92347,5544,48258,67886,46521,26047,42164,30760,75060
323,64400003,94505,7427,44021,69885,53985,14851,46462,33756,68349
324,64599999,94803,11011,40112,66329,66471,5082,45650,42120,61968
325,64800003,93344,14502,38213,58120,78757,1872,40518,50560,59713
326,64999998,91829,16163,38204,49509,85983,5424,35361,54149,61716
327,65200002,91777,16179,38246,43765,88387,11029,33360,53420,64477
328,65399998,92880,16329,36893,39897,90238,14743,33129,53103,65239
329,65600001,93563,17742,34734,34607,93940,18001,30891,55644,65481
330,65800005,93139,19478,33461,27259,96569,25201,25882,57463,68943
331,66000001,92856,19813,33434,21575,93563,36894,22196,53128,76296
332,66200004,94385,18736,32843,21478,85411,47192,24296,42765,83092
333,66400000,97490,18478,29715,25827,78853,49386,31316,33470,84057
334,66600003,99817,21173,24481,28643,80327,43682,37232,32260,78992
335,66799999,99295,26312,19911,25114,88883,37789,37145,38480,73257
336,67000003,96401,31077,18303,16627,96956,39171,32471,44668,72012
337,67199999,93633,33256,19143,9007,98301,47649,28947,44953,74899
338,67400002,92810,33384,19913,6087,93996,56712,29883,41120,77275
339,67599998,93359,33715,18984,6105,89788,61643,32688,39371,76321
340,67800001,93465,35434,17149,4872,88383,64718,32579,42003,74581
341,68000005,92477,37506,16155,1545,86051,71567,28773,44150,76801
342,68200001,91608,38351,16258,0,77414,83446,25714,39371,84007
343,68400004,92218,38094,15849,4365,62433,94743,28101,27241,91885
344,68600000,93939,38582,13484,14189,47282,98543,35768,14077,95176
345,68800003,94946,41251,9716,24779,38294,93612,44222,6352,92822
346,68999999,93942,45500,6563,31978,36132,85033,49660,4681,88194
347,69200003,91442,49420,5369,35742,36431,78436,52421,4807,84804
348,69399999,88995,51807,5652,38921,35341,74760,55372,3405,82845
349,69600002,87503,53063,6023,43400,33277,70908,59922,1505,80119
350,69799998,86646,54242,5779,48219,33222,64478,64542,2182,75478
351,70000001,85755,55736,5257,51213,36511,56732,66933,6191,70428
352,70200005,84752,57185,4902,51592,41205,51020,66694,10855,67451
353,70400001,83998,58373,4536,50529,44268,49264,65478,12880,67474
354,70600004,83541,59673,3735,49721,44452,50464,65138,11309,69280
355,70800000,82932,61514,2558,49991,42853,52082,66369,7642,70891
356,71000003,81807,63763,1537,51160,41391,52172,68900,3990,70975
357,71199999,80337,65919,985,52579,41388,50280,72158,1788,69154
358,71400003,78903,67793,674,53451,43310,47117,75356,1812,65719
359,71599999,77537,69653,305,53034,47042,43841,77455,4354,61459
360,71800002,75955,71671,12,51067,52056,41351,77727,8976,57410
361,71999998,74117,73547,141,48016,57702,39736,76417,14584,54247
362,72200001,72429,74915,614,44482,63743,38439,74366,20280,51888
363,72400005,71229,75971,867,40269,70399,37366,71867,25952,50034
364,72600001,70234,77368,556,34432,77427,37890,68302,31549,49119
365,72800004,68783,79412,94,26642,83207,42206,63329,35912,50283
366,73000000,66637,81604,243,18329,85345,51201,58158,37047,54043
367,73200003,64312,83164,1219,11980,82642,63047,55030,34042,59173
368,73399999,62509,83918,2432,9108,76325,74366,55199,28400,63398
369,73600003,61347,84448,3170,9134,68985,82907,57743,22940,65343
370,73799999,60333,85376,3347,10419,62325,88835,60667,19326,65531
371,74000002,59013,86734,3429,12112,56293,93364,62944,17079,65296
372,74199998,57415,88150,3757,14579,50335,96680,65073,15069,65058
373,74400001,55791,89450,4229,18163,44884,97817,67727,13340,64088
374,74600005,54140,90816,4663,22143,41025,96442,70495,12913,61884
375,74800001,52225,92356,5212,25340,38883,93993,72378,14030,59189
376,75000004,49999,93797,6200,27504,37039,92546,73188,15400,57281
377,75200000,47772,94785,7641,29595,33857,92819,73861,15521,56555
378,75400003,45857,95334,9181,32643,29038,93811,75285,14255,56292
379,75599999,44206,95768,10547,36766,23477,94292,77346,12559,55808
380,75800003,42582,96240,11847,41546,17867,94005,79464,10892,55277
381,75999999,40984,96568,13263,46956,12148,93088,81721,8678,55101
382,76200002,39664,96650,14621,53322,6496,90924,84818,5595,54832
383,76399998,38650,96827,15549,60310,2189,86412,88859,2772,53337
384,76600001,37488,97565,16079,66572,769,79494,92777,1968,50104
385,76800005,35685,98778,16833,70840,2376,71734,95387,3673,45897
386,77000001,33360,99754,18393,73192,5545,64881,96740,6715,41783
387,77200004,31214,99903,20585,74738,8928,59148,97851,10007,37841
388,77400000,29763,99441,22629,76032,12765,53508,99055,14067,33365
389,77600003,28768,99130,24026,76267,18150,47639,99203,20164,28346
390,77799999,27568,99383,25082,74363,25071,42901,96920,28127,24167
391,78000003,25880,99856,26450,70520,31846,40965,92368,35794,22419
392,78199999,24042,99985,28326,66193,36757,41893,87252,40936,23291
393,78400002,22460,99692,30344,62539,39699,44200,83089,43231,25544
394,78599998,21094,99323,32204,59443,41755,46687,80039,43875,27978
395,78800001,19660,99012,34078,56306,43478,49489,77643,43689,30353
396,79000005,18190,98460,36234,53321,44382,52982,76141,42504,32656
397,79200001,17065,97439,38483,51304,44278,56358,76275,40547,34073
398,79400004,16456,96262,40324,50340,44290,58165,77853,39452,33470
399,79600000,15999,95461,41624,49312,45803,58210,79314,40996,30873
400,79800004,15245,95095,42812,47185,48671,58033,79219,45058,27766
401,79999999,14242,94740,44261,44296,51335,59045,77730,49796,25522
402,80200003,13351,94218,45755,41695,52873,60904,75908,54047,24031
403,80399999,12494,93974,46934,39382,54011,62660,73735,58555,22584
404,80600002,11002,94345,48190,36184,55278,65198,69885,63931,21877
405,80799998,8555,94628,50577,31945,54723,71112,64081,68038,24015
406,81000002,6055,93434,54497,29174,48986,81197,58936,67043,29825
407,81200005,5051,90281,58746,31276,37367,91803,58134,59864,36738
408,81400001,6058,86513,61415,38792,23979,97236,62406,50584,40550
409,81600004,7779,84148,61903,48209,14491,95314,68238,44985,39646
410,81800000,8389,83739,61646,55369,10612,89559,71493,44604,36658
411,82000004,7520,83842,62491,59764,8892,84923,71971,45518,35159
412,82200000,6532,82848,64563,64434,5643,81890,73221,43791,35162
413,82400003,6638,81013,66282,71369,2070,76353,77527,41063,33130
414,82599999,7187,80084,66613,78094,2963,65810,82193,43008,26843
415,82800002,6364,80854,66741,80068,10065,54250,82142,51964,19229
416,82999998,3596,81694,68920,76413,18295,49074,76099,62706,16026
417,83200002,702,80086,73685,71983,20128,52933,68871,67138,19546
418,83400005,180,75516,78824,72773,13635,60051,66552,62925,25867
419,83600001,2507,70282,81519,79666,4829,61802,70011,55971,28972
420,83800004,5612,67154,81261,87714,1359,55444,74295,53692,27138
421,84000000,7141,66563,80184,91746,4734,46100,74581,56972,24151
422,84200004,6858,66536,80519,91709,9957,40008,71578,60198,24113
423,84400000,6434,65263,82255,91673,12526,37249,70080,58969,26241
424,84600003,7117,63104,83668,94095,14180,32443,72707,55994,25841
425,84799999,8220,61751,83818,96417,20606,22168,76442,58147,20139
426,85000002,8168,61793,83834,93935,34129,10021,75955,68393,11912
