96,395833,24977,-6212,-7179,-7818,19407,14972,-29934
97,400000,-286,-10902,12268,-7818,-29741,29549,-1641
98,404167,-25168,6293,7108,2909,-19398,-15004,29956
99,408333,66,10884,-12375,-5818,29758,-29541,1612
100,412500,25323,-6388,-7125,-4909,19381,15060,-29993
101,416667,-286,-11045,12358,-11636,-29810,29517,-1554
102,420833,-25454,6197,7055,-14545,-19346,-15085,29985
103,425000,447,11027,-12429,11636,29827,-29492,1517
104,429167,24977,-6164,-7179,-4909,19294,15117,-29964
105,433333,-638,-11045,12214,-30000,-29862,29508,-1510
106,437500,-24912,6102,7108,-909,-19277,-15149,29978
107,441667,352,10932,-12124,19455,29862,-29492,1488
108,445833,24786,-6164,-7125,-7818,19243,15197,-30000
109,450000,-382,-10902,12070,-21273,-29896,29484,-1444
110,454167,-24721,6102,6948,-3818,-19217,-15205,29985
111,458333,161,10264,-11571,2909,29836,-29371,1393
112,462500,24434,-5864,-7179,-2909,19389,14883,-29840
113,466667,-286,-9692,10714,-18364,-29896,29460,-1430
114,470833,-24560,5435,7446,-12545,-19571,-14585,29716
115,475000,161,9406,-10570,4909,29991,-29621,1495
116,479167,24625,-5545,-7570,909,19528,14641,-29730
117,483333,-286,-9472,10661,-7818,-30000,29597,-1466
118,487500,-24655,5530,7446,-9636,-19528,-14601,29701
119,491667,352,9406,-10821,-2909,29974,-29589,1481
120,495833,24530,-5592,-7517,-2000,19528,14593,-29686
121,500000,-477,-9567,10805,-11636,-29983,29613,-1495
122,504167,-25007,5658,7607,-3818,-19536,-14577,29679
123,508333,447,9549,-10982,0,29948,-29597,1510
124,512500,25132,-5896,-7714,-12545,19528,14577,-29679
125,516667,-734,-9692,11019,-15455,-29940,29597,-1510
126,520833,-25454,5926,7607,-909,-19536,-14561,29672
127,525000,793,9773,-11233,10727,29922,-29581,1517
128,529167,25675,-6117,-7768,-12545,19528,14577,-29679
129,533333,-925,-9883,11357,-14545,-29922,29581,-1517
130,537500,-25991,6150,7805,6727,-19536,-14569,29679
131,541667,66,9549,-10982,-11636,28445,-28300,1605
132,545833,16226,-12427,4698,-8727,18240,15721,-29628
133,550000,6234,-8232,5555,-10727,-21221,21757,-1780
134,554167,-2321,22849,-24552,-9636,-19709,-14255,29540
135,558333,-12599,8342,-2106,10727,15380,-16446,1896
136,562500,0,-26758,30000,-3818,22370,11620,-29402
137,566667,13362,-10455,3948,-16545,-15259,16454,-2020
138,570833,-3502,26648,-28215,-12545,-22301,-11531,29263
139,575000,-14192,12046,-5518,2909,15112,-16430,2115
140,579174,6395,-27330,27037,-4909,22258,11459,-29161
141,583347,14603,-13762,7055,-11636,-15009,16422,-2188
142,587521,-10022,27807,-25751,-6727,-22232,-11354,29044
143,591694,-15176,15398,-8679,5818,14896,-16406,2276
144,595868,13362,-28460,24392,-4909,22267,11209,-28942
145,600042,15683,-17162,10055,-23273,-14810,16422,-2363
146,604215,-17055,28969,-23143,-8727,-22319,-11056,28848
147,608389,-16608,18577,-11374,9636,14724,-16446,2451
148,612563,20074,-29428,21787,-909,22336,10935,-28753
149,616736,17467,-20102,12321,-25273,-14654,16471,-2538
150,620910,-23128,29637,-20555,-12545,-22422,-10757,28673
151,625083,-18487,21294,-13179,20364,14603,-16503,2611
152,629257,25419,-29970,19125,-15455,22422,10677,-28592
153,633431,19250,-22420,14019,-20364,-14559,16519,-2670
154,637604,-27423,30000,-18285,2000,-22396,-10629,28527
155,641778,-20360,23296,-14588,8727,14464,-16487,2713
156,645952,28986,-29794,17213,0,22448,10500,-28454
157,650125,21219,-23993,14625,-23273,-14516,16583,-2757
158,654299,-30000,29461,-16393,-6727,-22405,-10475,28395
159,658472,-22239,24279,-14679,6727,14447,-16543,2779
160,662646,29779,-29207,15964,-7818,22327,10492,-28352
161,666820,22812,-24741,14571,-23273,-14361,16471,-2786
162,670993,-29809,28793,-15643,-909,-22319,-10467,28315
163,675167,-23671,24679,-14233,11636,14317,-16430,2794
164,679340,29332,-28364,15214,-10727,22275,10467,-28279
165,683514,12820,-18815,13570,-20364,-15173,15504,-1225
166,687688,-21696,23740,-14394,5818,-18646,-7156,22217
167,691861,12665,6069,-13929,0,14015,-15842,2509
168,696035,11865,-17606,12911,-11636,14801,3400,-15573
169,700209,-29559,1606,14571,-11636,-11803,17035,-5463
170,704382,-12599,16336,-11374,-4909,-14507,-2901,14872
171,708563,28538,-492,-15392,3818,11544,-16873,5522
172,712743,15969,-16351,9412,0,15164,2192,-14785
173,716924,-20551,572,10554,-18364,-10706,16865,-6229
174,721105,-12599,9725,-4215,-19455,-17964,1096,14172
175,725285,7761,-1302,-2662,12545,9410,-19380,9599
176,729515,4170,-2065,-54,-2000,21100,-3634,-14530
177,733745,-95,0,-161,-11636,-8243,21781,-12757
178,737976,66,-48,-54,-3818,-22560,4392,15069
179,742206,-95,-95,0,-8727,6800,-21595,13800
180,746501,-95,80,37,3818,23001,-5915,-14070
181,750797,66,-143,37,-4909,-5020,21048,-14814
182,755092,-95,-95,-54,-11636,-23295,7615,12772
183,759388,-95,80,0,2000,2929,-20234,15842
184,763683,0,0,-54,-2909,23407,-9436,-11218
185,767979,0,-48,-54,-5818,-622,19170,-16827
186,772274,0,33,-107,-3818,-23304,11338,9416
187,776570,0,-143,-161,-17455,-1849,-17824,17695
188,780880,0,-48,144,4909,22932,-13191,-7418
189,785191,-191,80,-54,-3818,4389,16245,-18410
190,789501,-95,-143,-54,-14545,-22258,14980,5230
191,793811,-95,-48,0,-5818,-6999,-14343,18891
192,798122,-95,33,-161,-9636,21247,-16600,-2910
193,802432,0,-48,0,-2909,9574,12184,-19110
194,806742,-191,0,37,-3818,-19891,18026,467
195,811053,0,-48,37,-909,-12140,-9694,19023
196,815371,0,33,-107,-3818,18076,-19202,2123
197,819688,-95,-48,-54,-8727,14559,6930,-18563
198,824006,0,-95,37,-3818,-15812,20064,-4814
199,828324,-95,0,-54,-5818,-16815,-3900,17724
200,832672,-95,0,-54,-5818,13160,-20508,7454
201,837020,0,-95,0,-5818,18724,733,-16470
202,841367,0,0,37,2000,-10144,20467,-9964
203,845715,-286,33,-107,-12545,-20202,2562,14734
204,850063,-95,33,-161,-9636,6722,-19887,12319
205,854464,161,80,198,20364,21169,-5890,-12538
206,858866,66,-191,-54,-12545,-3041,18735,-14398
207,863267,-286,-143,-214,-29091,-21550,9138,9920
208,867669,-191,80,90,3818,-829,-16978,16069
209,872133,66,0,-54,-909,21238,-12135,-6951
210,876597,0,0,-54,-2909,4700,14641,-17214
211,881062,-95,33,90,3818,-20236,14778,3705
212,885526,0,-95,-161,-14545,-8476,-11757,17797
213,890022,0,-95,-107,-11636,18482,-16906,-299
214,894519,-191,-48,144,-909,11976,8437,-17746
215,899015,-95,33,0,-909,-16063,18437,-3136
216,903511,161,33,-107,909,-15035,-4795,17031
217,908024,0,-48,-107,-8727,13004,-19251,6455
218,912537,-286,-95,-107,-20364,17488,983,-15653
219,917049,0,-48,0,-2909,-9470,19339,-9511
220,921562,161,80,90,14545,-19277,2869,13676
221,926075,-95,-95,0,-8727,5573,-18646,12166
222,930604,-191,-95,-107,-17455,20271,-6567,-11174
223,935133,0,33,-54,-909,-1469,17220,-14347
224,939662,0,0,0,0,-20469,10024,8206
225,944191,-95,-48,-54,-8727,-2679,-15085,15915
226,948786,0,0,0,0,19787,-13030,-4909
227,953382,0,33,37,3818,6688,12329,-16805
228,957977,-95,-95,-107,-14545,-18301,15488,1437
229,962573,-95,-48,-54,-8727,-10438,-9073,17024
230,967203,66,80,-54,3818,16046,-17244,2071
231,971832,-95,-48,37,-3818,13687,5423,-16470
232,976462,66,-143,0,-6727,-13073,18284,-5514
233,981091,0,-48,-54,-5818,-16374,-1499,15179
234,985747,-382,0,-214,-23273,9479,-18501,8745
235,990402,66,0,0,2000,18318,-2458,-13239
236,995058,0,0,90,4909,-5530,17897,-11532
237,999713,-286,-48,0,-11636,-19407,6253,10722
238,1004369,0,-48,-107,-8727,1374,-16471,13749
239,1009051,-95,-48,0,-5818,19571,-9718,-7724
240,1013732,0,33,90,6727,2800,14327,-15325
241,1018414,0,0,-161,-8727,-18871,12724,4413
242,1023095,0,0,-54,-2909,-6835,-11515,16193
243,1027821,-95,0,37,-909,17298,-15125,-912
244,1032547,-286,0,37,-6727,10516,8219,-16317
245,1037273,66,-143,0,-6727,-14957,16801,-2589
246,1041999,66,-95,-54,-6727,-13704,-4537,15667
247,1046761,-95,33,-107,-6727,11933,-17687,5937
248,1051523,-95,0,-54,-5818,16184,717,-14311
249,1056285,-95,0,0,-2909,-8425,17768,-8972
250,1061047,66,-143,0,-6727,-17903,3062,12334
251,1065809,-95,-48,-54,-8727,4554,-17027,11561
252,1070598,-286,33,0,-6727,18759,-6656,-9818
253,1075387,66,0,-54,-909,-536,15520,-13596
254,1080176,-95,-48,-107,-11636,-18776,9952,6842
255,1084966,-191,-95,37,-9636,-3499,-13304,14996
256,1089783,161,0,0,4909,17972,-12740,-3640
